name;open;high;low;close;volume;marketCap;timestamp
"2781";0.0988406433;0.2262663481;0.0988315941;0.1929289702;10139480.95;0;"2025-02-22T00:00:00.000Z"
"2781";0.192924779;0.3635161551;0.187237106;0.3592463961;19461109.74;0;"2025-02-23T00:00:00.000Z"
"2781";0.3569833675;0.3639718746;0.2286972514;0.2540057958;20423968.69;0;"2025-02-24T00:00:00.000Z"
"2781";0.2537900559;0.2645761217;0.202285916;0.2448603202;22856210.19;0;"2025-02-25T00:00:00.000Z"
"2781";0.2448546248;0.2548242037;0.1581202374;0.1763395275;11341745.35;0;"2025-02-26T00:00:00.000Z"
"2781";0.1763350657;0.2059372088;0.1734581435;0.1934398119;8590486.11;0;"2025-02-27T00:00:00.000Z"
"2781";0.1939354081;0.1977088237;0.1520359995;0.1542898296;14628671.37;0;"2025-02-28T00:00:00.000Z"
"2781";0.1542894653;0.1676814991;0.1533987135;0.1567786109;5208006.94;0;"2025-03-01T00:00:00.000Z"
"2781";0.1567785545;0.2163404851;0.1362401459;0.1667505796;17409996.17;0;"2025-03-02T00:00:00.000Z"
"2781";0.1667505284;0.1874548501;0.1504989961;0.1553117326;17272015.05;0;"2025-03-03T00:00:00.000Z"
"2781";0.1553842054;0.1564811371;0.1301273575;0.1497329425;21219936.39;0;"2025-03-04T00:00:00.000Z"
"2781";0.1497328741;0.1619509196;0.1415194394;0.1442638259;7205141.05;0;"2025-03-05T00:00:00.000Z"
"2781";0.1443692306;0.1540802448;0.1360012124;0.1369420095;7305834.31;0;"2025-03-06T00:00:00.000Z"
"2781";0.1369416828;0.1776738579;0.1312389228;0.150446405;12135209.3;0;"2025-03-07T00:00:00.000Z"
"2781";0.1504506851;0.1656819256;0.1443174207;0.1599016525;5327992.84;0;"2025-03-08T00:00:00.000Z"
"2781";0.1599003695;0.1644699044;0.1300732155;0.1301220807;7288460.89;0;"2025-03-09T00:00:00.000Z"
"2781";0.1300959213;0.1402892624;0.0851629961;0.0995545789;12070643.84;0;"2025-03-10T00:00:00.000Z"
"2781";0.0995552613;0.132568219;0.0936973048;0.1270732718;14915183.63;0;"2025-03-11T00:00:00.000Z"
"2781";0.1270693533;0.1400268344;0.1049331163;0.1231164444;9143630.2;0;"2025-03-12T00:00:00.000Z"
"2781";0.1230710046;0.1343040265;0.1133577;0.1244806661;6652189.05;0;"2025-03-13T00:00:00.000Z"
"2781";0.1244806661;0.130960425;0.1175999716;0.1293004234;6255081.17;0;"2025-03-14T00:00:00.000Z"
"2781";0.129299033;0.1391648953;0.1200790405;0.1301347983;3960280.6;0;"2025-03-15T00:00:00.000Z"
"2781";0.1301739844;0.1475569895;0.1220206407;0.1250606911;10655568.58;0;"2025-03-16T00:00:00.000Z"
"2781";0.1250606911;0.1411696051;0.1226180901;0.124693802;7720213.96;0;"2025-03-17T00:00:00.000Z"
"2781";0.124693886;0.1348519453;0.1143999789;0.125983347;4984719.19;0;"2025-03-18T00:00:00.000Z"
"2781";0.125983347;0.1338808007;0.1174261379;0.1241603644;6090389.46;0;"2025-03-19T00:00:00.000Z"
"2781";0.1241604641;0.1361053167;0.1151838575;0.1215896315;4730732.69;0;"2025-03-20T00:00:00.000Z"
"2781";0.1215904513;0.1219038081;0.1102506141;0.1134551877;3785980.75;0;"2025-03-21T00:00:00.000Z"
"2781";0.1134550923;0.1173614764;0.1053744257;0.1104610359;3189362.52;0;"2025-03-22T00:00:00.000Z"
"2781";0.1104610352;0.1164237976;0.1039573184;0.1050476054;3457814.42;0;"2025-03-23T00:00:00.000Z"
"2781";0.1050480162;0.1129425815;0.1014151166;0.1050837784;6036656.06;0;"2025-03-24T00:00:00.000Z"
"2781";0.1050836941;0.1085754276;0.1003167872;0.1049056797;5830557.02;0;"2025-03-25T00:00:00.000Z"
"2781";0.1049052008;0.1061556367;0.1009041687;0.1039790515;17717627.4;0;"2025-03-26T00:00:00.000Z"
"2781";0.1039790517;0.1056749107;0.0998797515;0.1037661602;7493736.66;0;"2025-03-27T00:00:00.000Z"
"2781";0.1037661942;0.1041375648;0.0947492398;0.0956925985;7001155.85;0;"2025-03-28T00:00:00.000Z"
"2781";0.0956925711;0.0972578765;0.0895175853;0.0903664265;4642231.98;0;"2025-03-29T00:00:00.000Z"
"2781";0.0903663755;0.0923156925;0.0864837165;0.0893379053;5105657.22;0;"2025-03-30T00:00:00.000Z"
"2781";0.0893379053;0.0899225729;0.0723134719;0.0778175413;5737703.83;0;"2025-03-31T00:00:00.000Z"
"2781";0.0778176432;0.0824072413;0.0710773163;0.0716702553;5008629.3;0;"2025-04-01T00:00:00.000Z"
"2781";0.0716704259;0.0798500128;0.067191011;0.0714095977;10291366.89;0;"2025-04-02T00:00:00.000Z"
"2781";0.0714101508;0.0815816974;0.0679874905;0.0761024064;6661030.9;0;"2025-04-03T00:00:00.000Z"
"2781";0.0761023991;0.1020255532;0.0744175152;0.08906927;9044881.76;0;"2025-04-04T00:00:00.000Z"
"2781";0.0890692671;0.1098026447;0.0839082977;0.0937354938;3430711.87;0;"2025-04-05T00:00:00.000Z"
"2781";0.0937354793;0.0957315665;0.0701853296;0.0739035491;6741706.74;0;"2025-04-06T00:00:00.000Z"
"2781";0.0739087574;0.103378261;0.0714365166;0.0984387867;22111435.86;0;"2025-04-07T00:00:00.000Z"
"2781";0.0984387863;0.0984902297;0.0768747716;0.0801659083;8192280.07;0;"2025-04-08T00:00:00.000Z"
"2781";0.080167807;0.0914547326;0.0801637858;0.0870808662;12880771.7;0;"2025-04-09T00:00:00.000Z"
"2781";0.0870808179;0.0896196552;0.0816302;0.0833712395;7363017.58;0;"2025-04-10T00:00:00.000Z"
"2781";0.0833712395;0.0834103055;0.0779422693;0.080947157;6223961.55;0;"2025-04-11T00:00:00.000Z"
"2781";0.0809472665;0.0833015445;0.0788651971;0.0818933405;5734903.47;0;"2025-04-12T00:00:00.000Z"
"2781";0.0818933425;0.0863226955;0.0760032249;0.0760836615;6083101.92;0;"2025-04-13T00:00:00.000Z"
"2781";0.0760836459;0.0802288246;0.0756285144;0.0767414462;6684825.28;0;"2025-04-14T00:00:00.000Z"
"2781";0.0767172825;0.0773656239;0.0740013204;0.0761115467;5403908.01;0;"2025-04-15T00:00:00.000Z"
"2781";0.0761115467;0.0910328414;0.0730145674;0.090048916;3906360.05;0;"2025-04-16T00:00:00.000Z"
"2781";0.0900355536;0.0900355536;0.0788031128;0.0797135895;3076377.84;0;"2025-04-17T00:00:00.000Z"
"2781";0.0797135895;0.0799830431;0.071938935;0.0724088061;2859832.04;0;"2025-04-18T00:00:00.000Z"
"2781";0.0724107237;0.0761754464;0.0719005951;0.0725222086;3074830.26;0;"2025-04-19T00:00:00.000Z"
"2781";0.0725230871;0.0752374545;0.0719688361;0.0722365436;2925175.97;0;"2025-04-20T00:00:00.000Z"
"2781";0.0722366833;0.0763438986;0.0697317762;0.0714338877;3556095.58;0;"2025-04-21T00:00:00.000Z"
"2781";0.0714357152;0.0744258871;0.0695446822;0.073760227;3679655.19;0;"2025-04-22T00:00:00.000Z"
"2781";0.0737602119;0.0800141871;0.0684165062;0.0698268915;3453278.89;0;"2025-04-23T00:00:00.000Z"
"2781";0.0698271277;0.0721543575;0.069142687;0.0700218913;3065086.7;0;"2025-04-24T00:00:00.000Z"
"2781";0.0700218913;0.0727502921;0.0693394081;0.0703686843;3169029.22;0;"2025-04-25T00:00:00.000Z"
"2781";0.0703688387;0.0708247978;0.0692424257;0.0699191664;3056074.39;0;"2025-04-26T00:00:00.000Z"
"2781";0.069919286;0.0702804876;0.0681260524;0.0684451602;3075037.96;0;"2025-04-27T00:00:00.000Z"
"2781";0.0684452507;0.0685187569;0.065271345;0.0663336773;3227813.78;0;"2025-04-28T00:00:00.000Z"
"2781";0.0663336671;0.0667915584;0.060074181;0.0625297016;3125148.03;0;"2025-04-29T00:00:00.000Z"
"2781";0.0625297016;0.0625438115;0.0597371532;0.0605989621;2996726.71;0;"2025-04-30T00:00:00.000Z"
"2781";0.0605989781;0.0616925445;0.0600393344;0.0607684316;3004220.22;0;"2025-05-01T00:00:00.000Z"
"2781";0.0607684985;0.0608014221;0.058965833;0.0599555307;2923688.27;0;"2025-05-02T00:00:00.000Z"
"2781";0.059955568;0.0614810468;0.0585457988;0.0601237973;3028024.22;0;"2025-05-03T00:00:00.000Z"
"2781";0.0601237152;0.0607470557;0.0585724839;0.0590766143;1654545.15;0;"2025-05-04T00:00:00.000Z"
"2781";0.0590730179;0.0593649484;0.0553007252;0.0587496807;1722800.45;0;"2025-05-05T00:00:00.000Z"
"2781";0.0587496813;0.059679342;0.0529603946;0.0531979981;1652833.87;0;"2025-05-06T00:00:00.000Z"
"2781";0.0531979981;0.0531979981;0.0496563592;0.0506078968;1777201.59;0;"2025-05-07T00:00:00.000Z"
"2781";0.0506095158;0.0558828288;0.0500636779;0.0558770549;2199864.1;0;"2025-05-08T00:00:00.000Z"
"2781";0.0558783538;0.0951020197;0.0546325634;0.0805646544;3482751.98;0;"2025-05-09T00:00:00.000Z"
"2781";0.0805646544;0.1201295653;0.0779719678;0.1167008547;3319209.86;0;"2025-05-10T00:00:00.000Z"
"2781";0.1167007963;0.1320157231;0.1098559797;0.1250796787;2907097;0;"2025-05-11T00:00:00.000Z"
"2781";0.12508009;0.1254955532;0.0996081115;0.1080302027;3523271.96;0;"2025-05-12T00:00:00.000Z"
"2781";0.108030559;0.1157640253;0.1000734199;0.1157629656;2786121.33;0;"2025-05-13T00:00:00.000Z"
"2781";0.1157629761;0.116389184;0.1079017412;0.1091650367;2207165.36;0;"2025-05-14T00:00:00.000Z"
"2781";0.1091650584;0.1098245529;0.0915606674;0.0922073372;2256368.19;0;"2025-05-15T00:00:00.000Z"
"2781";0.0922075386;0.1007958227;0.0921342473;0.0973948037;1962605.79;0;"2025-05-16T00:00:00.000Z"
"2781";0.0973935061;0.0973935205;0.0801374428;0.0814898007;1924080.23;0;"2025-05-17T00:00:00.000Z"
"2781";0.0814898007;0.0915423681;0.0801844844;0.0851053073;1969960.15;0;"2025-05-18T00:00:00.000Z"
"2781";0.0851052855;0.0879316994;0.0818350802;0.0845066983;1900320.73;0;"2025-05-19T00:00:00.000Z"
"2781";0.0845067207;0.0876050333;0.0807654502;0.082700455;1722917.53;0;"2025-05-20T00:00:00.000Z"
"2781";0.0827004954;0.0883483414;0.0808033896;0.0827809328;2359580.94;0;"2025-05-21T00:00:00.000Z"
"2781";0.0827816116;0.0842026017;0.0731595364;0.0841076402;1872579.18;0;"2025-05-22T00:00:00.000Z"
"2781";0.0841076402;0.0960184566;0.0821270992;0.0884229686;2159191.75;0;"2025-05-23T00:00:00.000Z"
"2781";0.0884230342;0.1196216719;0.0883570579;0.1122814773;2079147.36;0;"2025-05-24T00:00:00.000Z"
"2781";0.11228094;0.1128906092;0.095804274;0.1029867551;1846601.36;0;"2025-05-25T00:00:00.000Z"
"2781";0.1029867767;0.118053999;0.0998084201;0.0998130027;1765430.8;0;"2025-05-26T00:00:00.000Z"
"2781";0.0998126263;0.1092621054;0.0959054254;0.1070401237;1751699.69;0;"2025-05-27T00:00:00.000Z"
"2781";0.1070633594;0.1077742404;0.0933024951;0.0953092124;1463753.49;0;"2025-05-28T00:00:00.000Z"
"2781";0.0953091924;0.0959382409;0.0839830398;0.0845346891;1666164.78;0;"2025-05-29T00:00:00.000Z"
"2781";0.0845364583;0.1141613547;0.0735190015;0.0898875407;3087374.14;0;"2025-05-30T00:00:00.000Z"
"2781";0.0898874485;0.1057856241;0.0842840854;0.0916755176;3481883.34;0;"2025-05-31T00:00:00.000Z"
"2781";0.0916515731;0.1036334147;0.0633546626;0.0673219;3270845.37;0;"2025-06-01T00:00:00.000Z"
"2781";0.0673274571;0.0908110844;0.0664954827;0.0830362424;2394518.57;0;"2025-06-02T00:00:00.000Z"
"2781";0.0830362424;0.0920506693;0.075808045;0.0900211794;2516636.77;0;"2025-06-03T00:00:00.000Z"
"2781";0.0901141806;0.0986590236;0.0829501783;0.0863933928;3174442.69;0;"2025-06-04T00:00:00.000Z"
"2781";0.0863269101;0.090817957;0.0774365195;0.0789940724;2696061.43;0;"2025-06-05T00:00:00.000Z"
"2781";0.0790300823;0.0820369681;0.0739736725;0.0778502511;0;0;"2025-06-06T00:00:00Z"